"","Hour","am_pm","Date","KWH","usage","weekday"
"6974",12,"PM",2014-04-03,0.161,"kwh","Thursday"
"6975",1,"AM",2014-08-02,0.335,"kwh","Saturday"
"6976",12,"PM",2014-10-14,0.345,"kwh","Tuesday"
"6977",1,"AM",2014-03-30,0.245,"kwh","Sunday"
"6978",3,"AM",2014-07-28,0.389,"kwh","Monday"
"6979",9,"AM",2014-05-11,0.842,"kwh","Sunday"
"6980",6,"AM",2014-10-28,0.814,"kwh","Tuesday"
"6981",2,"AM",2014-12-28,0.33,"kwh","Sunday"
"6982",11,"PM",2014-12-01,0.6,"kwh","Monday"
"6983",10,"PM",2014-09-13,0.333,"kwh","Saturday"
"6984",7,"PM",2014-10-25,1.22,"kwh","Saturday"
"6985",7,"AM",2014-03-10,0.576,"kwh","Monday"
"6986",8,"PM",2014-05-06,1.318,"kwh","Tuesday"
"6987",8,"PM",2014-07-17,4.339,"kwh","Thursday"
"6988",12,"PM",2014-12-17,0.605,"kwh","Wednesday"
"6989",6,"PM",2014-11-19,0.536,"kwh","Wednesday"
"6990",8,"AM",2014-06-29,2.621,"kwh","Sunday"
"6991",4,"AM",2014-11-11,0.082,"kwh","Tuesday"
"6992",9,"PM",2014-12-21,0.733,"kwh","Sunday"
"6993",5,"AM",2014-08-31,0.295,"kwh","Sunday"
"6994",9,"PM",2014-08-14,0.821,"kwh","Thursday"
"6995",1,"PM",2014-07-22,1.075,"kwh","Tuesday"
"6996",8,"PM",2014-03-24,1.178,"kwh","Monday"
"6997",12,"AM",2014-12-05,0.343,"kwh","Friday"
"6998",12,"AM",2014-08-15,0.324,"kwh","Friday"
"6999",10,"PM",2014-01-20,0.84,"kwh","Monday"
"7000",1,"AM",2014-08-11,0.252,"kwh","Monday"
"7001",8,"AM",2014-07-01,1.056,"kwh","Tuesday"
"7002",8,"AM",2014-11-20,0.171,"kwh","Thursday"
"7003",8,"PM",2014-05-20,1.472,"kwh","Tuesday"
"7004",4,"AM",2014-06-24,0.41,"kwh","Tuesday"
"7005",2,"AM",2014-09-19,0.118,"kwh","Friday"
"7006",9,"PM",2014-06-21,0.864,"kwh","Saturday"
"7007",12,"AM",2014-10-07,0.185,"kwh","Tuesday"
"7008",7,"PM",2014-06-23,2.786,"kwh","Monday"
"7009",12,"PM",2014-06-09,0.873,"kwh","Monday"
"7010",7,"AM",2014-03-30,1.056,"kwh","Sunday"
"7011",11,"AM",2014-03-04,0.476,"kwh","Tuesday"
"7012",2,"PM",2014-01-07,0.752,"kwh","Tuesday"
"7013",10,"AM",2014-08-13,0.446,"kwh","Wednesday"
"7014",1,"AM",2014-11-22,0.159,"kwh","Saturday"
"7015",1,"PM",2014-05-12,0.371,"kwh","Monday"
"7016",3,"AM",2014-09-29,0.154,"kwh","Monday"
"7017",12,"AM",2014-05-02,0.221,"kwh","Friday"
"7018",6,"PM",2014-09-13,1.273,"kwh","Saturday"
"7019",2,"PM",2014-12-29,0.444,"kwh","Monday"
"7020",1,"AM",2014-07-23,0.538,"kwh","Wednesday"
"7021",9,"AM",2014-11-24,0.131,"kwh","Monday"
"7022",7,"PM",2014-02-23,1.944,"kwh","Sunday"
"7023",4,"AM",2014-06-01,0.47,"kwh","Sunday"
"7024",11,"PM",2014-10-27,0.354,"kwh","Monday"
"7025",12,"AM",2014-01-21,0.702,"kwh","Tuesday"
"7026",4,"PM",2014-12-27,0.861,"kwh","Saturday"
"7027",8,"PM",2014-08-08,1.67,"kwh","Friday"
"7028",9,"PM",2014-05-04,0.437,"kwh","Sunday"
"7029",3,"PM",2014-12-24,0.502,"kwh","Wednesday"
"7030",12,"AM",2014-04-03,0.103,"kwh","Thursday"
"7031",6,"AM",2014-10-14,0.662,"kwh","Tuesday"
"7032",7,"PM",2014-01-17,3.816,"kwh","Friday"
"7033",3,"AM",2014-08-21,0.209,"kwh","Thursday"
"7034",3,"PM",2014-01-05,1.8,"kwh","Sunday"
"7035",2,"AM",2014-05-19,0.166,"kwh","Monday"
"7036",11,"PM",2014-09-24,0.298,"kwh","Wednesday"
"7037",1,"PM",2014-12-28,0.779,"kwh","Sunday"
"7038",1,"PM",2014-02-07,0.49,"kwh","Friday"
"7039",4,"PM",2014-01-31,0.784,"kwh","Friday"
"7040",11,"PM",2014-09-05,0.735,"kwh","Friday"
"7041",7,"AM",2014-04-23,0.219,"kwh","Wednesday"
"7042",12,"AM",2014-09-09,0.176,"kwh","Tuesday"
"7043",4,"PM",2014-09-13,0.718,"kwh","Saturday"
"7044",1,"AM",2014-08-26,0.254,"kwh","Tuesday"
"7045",2,"AM",2014-07-05,0.655,"kwh","Saturday"
"7046",1,"AM",2014-06-25,0.313,"kwh","Wednesday"
"7047",5,"PM",2014-05-10,0.576,"kwh","Saturday"
"7048",11,"PM",2014-12-20,1.111,"kwh","Saturday"
"7049",8,"PM",2014-01-12,3.132,"kwh","Sunday"
"7050",2,"AM",2014-02-14,0.288,"kwh","Friday"
"7051",10,"AM",2014-03-30,0.528,"kwh","Sunday"
"7052",2,"PM",2014-03-19,0.307,"kwh","Wednesday"
"7053",3,"PM",2014-04-08,0.131,"kwh","Tuesday"
"7054",11,"AM",2014-08-10,0.583,"kwh","Sunday"
"7055",11,"AM",2014-07-13,1.728,"kwh","Sunday"
"7056",6,"PM",2014-12-06,1.861,"kwh","Saturday"
"7057",6,"AM",2014-09-15,1.008,"kwh","Monday"
"7058",10,"PM",2014-07-20,1.356,"kwh","Sunday"
"7059",4,"AM",2014-04-15,0.056,"kwh","Tuesday"
"7060",9,"PM",2014-10-24,0.259,"kwh","Friday"
"7061",9,"PM",2014-07-07,1.426,"kwh","Monday"
"7062",2,"AM",2014-09-01,0.125,"kwh","Monday"
"7063",6,"AM",2014-02-25,1.469,"kwh","Tuesday"
"7064",2,"PM",2014-11-06,0.16,"kwh","Thursday"
"7065",3,"AM",2014-08-26,0.216,"kwh","Tuesday"
"7066",1,"AM",2014-01-15,0.456,"kwh","Wednesday"
"7067",6,"PM",2014-09-14,1.235,"kwh","Sunday"
"7068",11,"AM",2014-06-11,1.044,"kwh","Wednesday"
"7069",10,"AM",2014-01-05,1.248,"kwh","Sunday"
"7070",7,"PM",2014-09-15,1.109,"kwh","Monday"
"7071",9,"PM",2014-09-20,0.244,"kwh","Saturday"
"7072",9,"PM",2014-09-25,0.504,"kwh","Thursday"
"7073",10,"AM",2014-02-27,0.466,"kwh","Thursday"
"7074",9,"PM",2014-08-28,0.655,"kwh","Thursday"
"7075",2,"PM",2014-11-29,0.414,"kwh","Saturday"
"7076",3,"PM",2014-12-01,0.374,"kwh","Monday"
"7077",6,"PM",2014-02-03,1.546,"kwh","Monday"
"7078",1,"PM",2014-08-17,0.77,"kwh","Sunday"
"7079",5,"PM",2014-05-22,1.206,"kwh","Thursday"
"7080",9,"AM",2014-08-18,0.4,"kwh","Monday"
"7081",2,"PM",2014-12-18,0.431,"kwh","Thursday"
"7082",8,"AM",2014-11-13,0.205,"kwh","Thursday"
"7083",2,"PM",2014-07-04,0.816,"kwh","Friday"
"7084",7,"AM",2014-10-09,0.637,"kwh","Thursday"
"7085",7,"AM",2014-11-29,0.459,"kwh","Saturday"
"7086",9,"PM",2014-07-22,1.67,"kwh","Tuesday"
"7087",10,"PM",2014-09-06,0.297,"kwh","Saturday"
"7088",8,"PM",2014-11-15,0.875,"kwh","Saturday"
"7089",2,"AM",2014-12-03,0.211,"kwh","Wednesday"
"7090",4,"PM",2014-11-09,0.393,"kwh","Sunday"
"7091",9,"PM",2014-01-09,1.176,"kwh","Thursday"
"7092",11,"AM",2014-03-01,0.485,"kwh","Saturday"
"7093",7,"AM",2014-01-28,2.07,"kwh","Tuesday"
"7094",3,"PM",2014-11-30,0.47,"kwh","Sunday"
"7095",3,"AM",2014-10-02,0.097,"kwh","Thursday"
"7096",5,"AM",2014-05-21,0.906,"kwh","Wednesday"
"7097",3,"PM",2014-05-11,0.742,"kwh","Sunday"
"7098",2,"PM",2014-12-08,0.449,"kwh","Monday"
"7099",9,"PM",2014-12-16,0.719,"kwh","Tuesday"
"7100",12,"PM",2014-09-08,0.354,"kwh","Monday"
"7101",12,"AM",2014-11-26,0.146,"kwh","Wednesday"
"7102",3,"AM",2014-06-28,0.508,"kwh","Saturday"
"7103",2,"PM",2014-05-12,0.275,"kwh","Monday"
"7104",6,"AM",2014-05-30,1.114,"kwh","Friday"
"7105",9,"PM",2014-10-05,0.31,"kwh","Sunday"
"7106",2,"PM",2014-05-18,0.525,"kwh","Sunday"
"7107",1,"AM",2014-05-03,0.269,"kwh","Saturday"
"7108",9,"AM",2014-03-11,0.286,"kwh","Tuesday"
"7109",12,"AM",2014-08-02,0.97,"kwh","Saturday"
"7110",12,"AM",2014-08-18,0.338,"kwh","Monday"
"7111",7,"PM",2014-01-03,3.42,"kwh","Friday"
"7112",9,"PM",2014-11-16,0.238,"kwh","Sunday"
"7113",12,"AM",2014-09-18,0.174,"kwh","Thursday"
"7114",12,"PM",2014-04-26,0.2,"kwh","Saturday"
"7115",11,"AM",2014-06-01,0.918,"kwh","Sunday"
"7116",10,"PM",2014-10-30,0.282,"kwh","Thursday"
"7117",3,"PM",2014-06-07,1.798,"kwh","Saturday"
"7118",6,"PM",2014-11-27,0.63,"kwh","Thursday"
"7119",9,"PM",2014-10-11,0.264,"kwh","Saturday"
"7120",7,"PM",2014-11-28,0.689,"kwh","Friday"
"7121",8,"PM",2014-09-19,1.075,"kwh","Friday"
"7122",5,"AM",2014-01-23,2.178,"kwh","Thursday"
"7123",10,"AM",2014-01-26,1.308,"kwh","Sunday"
"7124",12,"PM",2014-10-29,0.297,"kwh","Wednesday"
"7125",9,"AM",2014-10-07,0.173,"kwh","Tuesday"
"7126",6,"AM",2014-07-21,2.621,"kwh","Monday"
"7127",9,"PM",2014-05-19,0.518,"kwh","Monday"
"7128",5,"AM",2014-07-06,0.763,"kwh","Sunday"
"7129",4,"PM",2014-03-11,0.336,"kwh","Tuesday"
"7130",3,"PM",2014-09-20,0.693,"kwh","Saturday"
"7131",9,"PM",2014-03-05,0.552,"kwh","Wednesday"
"7132",12,"AM",2014-07-13,2.227,"kwh","Sunday"
"7133",8,"AM",2014-07-12,3.494,"kwh","Saturday"
"7134",5,"AM",2014-10-10,0.535,"kwh","Friday"
"7135",8,"AM",2014-03-08,0.926,"kwh","Saturday"
"7136",8,"AM",2014-11-18,0.212,"kwh","Tuesday"
"7137",6,"AM",2014-04-24,0.356,"kwh","Thursday"
"7138",3,"AM",2014-04-16,0.061,"kwh","Wednesday"
"7139",2,"PM",2014-07-03,1.085,"kwh","Thursday"
"7140",4,"PM",2014-09-24,0.235,"kwh","Wednesday"
"7141",12,"PM",2014-05-06,0.444,"kwh","Tuesday"
"7142",2,"AM",2014-06-19,0.295,"kwh","Thursday"
"7143",8,"PM",2014-07-05,4.32,"kwh","Saturday"
"7144",10,"PM",2014-07-29,1.152,"kwh","Tuesday"
"7145",1,"PM",2014-01-04,1.14,"kwh","Saturday"
"7146",5,"PM",2014-01-13,2.704,"kwh","Monday"
"7147",8,"AM",2014-02-21,0.509,"kwh","Friday"
"7148",12,"PM",2014-02-04,0.6,"kwh","Tuesday"
"7149",1,"AM",2014-10-06,0.102,"kwh","Monday"
"7150",3,"PM",2014-08-12,0.494,"kwh","Tuesday"
"7151",7,"PM",2014-11-21,0.948,"kwh","Friday"
"7152",2,"PM",2014-03-08,0.672,"kwh","Saturday"
"7153",9,"AM",2014-06-15,1.588,"kwh","Sunday"
"7154",12,"AM",2014-06-23,0.54,"kwh","Monday"
"7155",7,"PM",2014-04-25,0.589,"kwh","Friday"
"7156",8,"AM",2014-08-06,0.418,"kwh","Wednesday"
"7157",2,"AM",2014-08-16,0.356,"kwh","Saturday"
"7158",4,"AM",2014-11-14,0.079,"kwh","Friday"
"7159",10,"AM",2014-06-03,0.785,"kwh","Tuesday"
"7160",7,"AM",2014-02-20,0.896,"kwh","Thursday"
"7161",8,"PM",2014-07-24,4.493,"kwh","Thursday"
"7162",7,"PM",2014-09-08,1.046,"kwh","Monday"
"7163",10,"PM",2014-07-30,1.224,"kwh","Wednesday"
"7164",9,"PM",2014-11-17,0.23,"kwh","Monday"
"7165",11,"PM",2014-10-13,0.309,"kwh","Monday"
"7166",6,"AM",2014-01-16,2.808,"kwh","Thursday"
"7167",11,"PM",2014-11-10,0.18,"kwh","Monday"
"7168",5,"AM",2014-03-16,0.228,"kwh","Sunday"
"7169",10,"PM",2014-01-15,0.9,"kwh","Wednesday"
"7170",4,"AM",2014-02-05,0.204,"kwh","Wednesday"
"7171",6,"PM",2014-03-13,0.941,"kwh","Thursday"
"7172",12,"AM",2014-04-16,0.098,"kwh","Wednesday"
"7173",7,"PM",2014-12-29,2.178,"kwh","Monday"
"7174",4,"AM",2014-06-19,0.32,"kwh","Thursday"
"7175",11,"AM",2014-08-18,0.522,"kwh","Monday"
"7176",7,"AM",2014-11-12,0.474,"kwh","Wednesday"
"7177",4,"PM",2014-04-27,0.294,"kwh","Sunday"
"7178",3,"PM",2014-05-14,0.262,"kwh","Wednesday"
"7179",11,"AM",2014-04-13,0.189,"kwh","Sunday"
"7180",6,"PM",2014-05-30,1.053,"kwh","Friday"
"7181",1,"AM",2014-01-28,0.468,"kwh","Tuesday"
"7182",12,"AM",2014-12-04,0.3,"kwh","Thursday"
"7183",1,"PM",2014-08-02,0.648,"kwh","Saturday"
"7184",3,"PM",2014-01-03,0.672,"kwh","Friday"
"7185",6,"AM",2014-12-13,0.959,"kwh","Saturday"
"7186",8,"PM",2014-02-02,1.987,"kwh","Sunday"
"7187",9,"PM",2014-05-18,0.461,"kwh","Sunday"
"7188",11,"AM",2014-08-24,0.763,"kwh","Sunday"
"7189",11,"PM",2014-02-17,0.594,"kwh","Monday"
"7190",8,"AM",2014-02-18,0.514,"kwh","Tuesday"
"7191",1,"PM",2014-05-04,0.542,"kwh","Sunday"
"7192",10,"PM",2014-05-01,0.416,"kwh","Thursday"
"7193",2,"AM",2014-10-03,0.144,"kwh","Friday"
"7194",2,"AM",2014-05-09,0.141,"kwh","Friday"
"7195",6,"PM",2014-08-27,1.344,"kwh","Wednesday"
"7196",11,"PM",2014-01-13,1.19,"kwh","Monday"
"7197",10,"PM",2014-12-28,0.594,"kwh","Sunday"
"7198",11,"AM",2014-04-02,0.165,"kwh","Wednesday"
"7199",1,"PM",2014-08-15,0.413,"kwh","Friday"
"7200",1,"PM",2014-07-23,0.941,"kwh","Wednesday"
"7201",6,"AM",2014-02-17,1.584,"kwh","Monday"
"7202",2,"AM",2014-08-31,0.367,"kwh","Sunday"
"7203",11,"AM",2014-09-20,0.441,"kwh","Saturday"
"7204",7,"PM",2014-10-26,1.166,"kwh","Sunday"
"7205",4,"AM",2014-12-02,0.231,"kwh","Tuesday"
"7206",1,"AM",2014-07-08,0.538,"kwh","Tuesday"
"7207",11,"PM",2014-04-14,0.176,"kwh","Monday"
"7208",2,"PM",2014-11-20,0.151,"kwh","Thursday"
"7209",12,"PM",2014-01-04,1.14,"kwh","Saturday"
"7210",12,"PM",2014-05-21,0.468,"kwh","Wednesday"
"7211",7,"PM",2014-07-31,3.974,"kwh","Thursday"
"7212",4,"PM",2014-07-20,2.29,"kwh","Sunday"
"7213",1,"PM",2014-03-18,0.288,"kwh","Tuesday"
"7214",12,"PM",2014-05-05,0.464,"kwh","Monday"
"7215",10,"AM",2014-02-03,0.475,"kwh","Monday"
"7216",4,"PM",2014-02-16,1.145,"kwh","Sunday"
"7217",11,"AM",2014-03-31,0.404,"kwh","Monday"
"7218",9,"PM",2014-11-25,0.294,"kwh","Tuesday"
"7219",8,"PM",2014-09-06,1.386,"kwh","Saturday"
"7220",8,"AM",2014-09-24,0.274,"kwh","Wednesday"
"7221",7,"PM",2014-11-20,0.794,"kwh","Thursday"
"7222",6,"PM",2014-09-09,0.813,"kwh","Tuesday"
"7223",10,"PM",2014-02-21,0.756,"kwh","Friday"
"7224",7,"PM",2014-07-03,4.061,"kwh","Thursday"
"7225",12,"PM",2014-08-17,0.799,"kwh","Sunday"
"7226",2,"PM",2014-06-13,0.706,"kwh","Friday"
"7227",9,"PM",2014-05-22,0.456,"kwh","Thursday"
"7228",6,"AM",2014-05-31,0.768,"kwh","Saturday"
"7229",12,"PM",2014-04-21,0.18,"kwh","Monday"
"7230",9,"PM",2014-12-04,0.607,"kwh","Thursday"
"7231",11,"AM",2014-08-05,0.576,"kwh","Tuesday"
"7232",6,"AM",2014-06-23,2.009,"kwh","Monday"
"7233",7,"AM",2014-10-05,0.67,"kwh","Sunday"
"7234",5,"PM",2014-05-12,1.123,"kwh","Monday"
"7235",10,"AM",2014-07-13,1.31,"kwh","Sunday"
"7236",8,"AM",2014-04-30,0.121,"kwh","Wednesday"
"7237",2,"PM",2014-08-29,0.418,"kwh","Friday"
"7238",12,"AM",2014-04-29,0.1,"kwh","Tuesday"
"7239",9,"PM",2014-09-09,0.449,"kwh","Tuesday"
"7240",4,"PM",2014-11-14,0.157,"kwh","Friday"
"7241",11,"AM",2014-11-26,0.18,"kwh","Wednesday"
"7242",3,"PM",2014-05-21,0.32,"kwh","Wednesday"
"7243",7,"AM",2014-11-20,0.478,"kwh","Thursday"
"7244",8,"PM",2014-10-18,0.929,"kwh","Saturday"
"7245",9,"PM",2014-07-29,1.397,"kwh","Tuesday"
"7246",6,"PM",2014-03-04,1.154,"kwh","Tuesday"
"7247",10,"PM",2014-12-26,0.701,"kwh","Friday"
"7248",11,"PM",2014-04-28,0.168,"kwh","Monday"
"7249",12,"PM",2014-02-19,0.672,"kwh","Wednesday"
"7250",11,"PM",2014-05-17,0.784,"kwh","Saturday"
"7251",5,"AM",2014-08-11,1.373,"kwh","Monday"
"7252",5,"PM",2014-10-19,0.518,"kwh","Sunday"
"7253",11,"AM",2014-12-27,0.607,"kwh","Saturday"
"7254",12,"PM",2014-07-06,1.699,"kwh","Sunday"
"7255",11,"AM",2014-06-13,0.891,"kwh","Friday"
"7256",6,"AM",2014-01-07,2.4,"kwh","Tuesday"
"7257",11,"PM",2014-09-14,0.354,"kwh","Sunday"
"7258",8,"AM",2014-11-07,0.169,"kwh","Friday"
"7259",7,"AM",2014-05-23,0.85,"kwh","Friday"
"7260",6,"AM",2014-02-10,1.267,"kwh","Monday"
"7261",8,"PM",2014-12-14,1.683,"kwh","Sunday"
"7262",6,"AM",2014-01-09,2.664,"kwh","Thursday"
"7263",7,"AM",2014-02-09,1.541,"kwh","Sunday"
"7264",5,"AM",2014-09-18,0.739,"kwh","Thursday"
"7265",9,"AM",2014-12-09,0.353,"kwh","Tuesday"
"7266",3,"PM",2014-04-05,0.313,"kwh","Saturday"
"7267",10,"AM",2014-10-19,0.331,"kwh","Sunday"
"7268",4,"AM",2014-12-08,0.213,"kwh","Monday"
"7269",9,"PM",2014-03-28,0.294,"kwh","Friday"
"7270",4,"AM",2014-12-06,0.274,"kwh","Saturday"
"7271",12,"PM",2014-11-05,0.218,"kwh","Wednesday"
"7272",5,"AM",2014-09-14,0.239,"kwh","Sunday"
"7273",11,"AM",2014-12-15,0.462,"kwh","Monday"
"7274",3,"PM",2014-09-12,0.328,"kwh","Friday"
"7275",1,"PM",2014-03-13,0.371,"kwh","Thursday"
"7276",2,"AM",2014-10-22,0.116,"kwh","Wednesday"
"7277",8,"PM",2014-10-14,0.768,"kwh","Tuesday"
"7278",1,"AM",2014-06-10,0.338,"kwh","Tuesday"
"7279",3,"PM",2014-08-01,0.384,"kwh","Friday"
"7280",1,"PM",2014-12-31,0.524,"kwh","Wednesday"
"7281",5,"AM",2014-09-05,0.732,"kwh","Friday"
"7282",1,"AM",2014-01-11,0.624,"kwh","Saturday"
"7283",2,"PM",2014-03-25,0.339,"kwh","Tuesday"
"7284",9,"AM",2014-06-09,0.643,"kwh","Monday"
"7285",12,"PM",2014-12-25,0.589,"kwh","Thursday"
"7286",8,"AM",2014-06-20,0.605,"kwh","Friday"
"7287",3,"PM",2014-01-08,0.816,"kwh","Wednesday"
"7288",6,"PM",2014-04-24,0.374,"kwh","Thursday"
"7289",2,"AM",2014-07-25,0.394,"kwh","Friday"
"7290",7,"PM",2014-04-14,0.529,"kwh","Monday"
"7291",1,"AM",2014-07-20,0.698,"kwh","Sunday"
"7292",8,"AM",2014-12-17,0.431,"kwh","Wednesday"
"7293",2,"AM",2014-08-21,0.235,"kwh","Thursday"
"7294",9,"AM",2014-06-02,0.454,"kwh","Monday"
"7295",1,"PM",2014-09-01,0.314,"kwh","Monday"
"7296",10,"PM",2014-01-14,0.95,"kwh","Tuesday"
"7297",11,"AM",2014-09-07,0.5,"kwh","Sunday"
"7298",5,"PM",2014-11-05,0.69,"kwh","Wednesday"
"7299",6,"PM",2014-01-03,2.352,"kwh","Friday"
"7300",1,"PM",2014-07-17,0.998,"kwh","Thursday"
"7301",1,"AM",2014-08-20,0.278,"kwh","Wednesday"
"7302",2,"AM",2014-07-31,0.389,"kwh","Thursday"
"7303",5,"AM",2014-09-15,0.724,"kwh","Monday"
"7304",3,"PM",2014-09-17,0.232,"kwh","Wednesday"
"7305",6,"AM",2014-02-05,1.296,"kwh","Wednesday"
"7306",7,"PM",2014-08-21,1.728,"kwh","Thursday"
"7307",7,"PM",2014-01-30,3.276,"kwh","Thursday"
"7308",12,"AM",2014-08-26,0.418,"kwh","Tuesday"
"7309",12,"AM",2014-08-22,0.335,"kwh","Friday"
"7310",9,"AM",2014-05-03,0.857,"kwh","Saturday"
"7311",2,"PM",2014-08-16,0.893,"kwh","Saturday"
"7312",10,"PM",2014-09-24,0.319,"kwh","Wednesday"
"7313",4,"AM",2014-08-21,0.252,"kwh","Thursday"
"7314",9,"AM",2014-10-27,0.157,"kwh","Monday"
"7315",1,"AM",2014-01-07,0.368,"kwh","Tuesday"
"7316",8,"AM",2014-01-12,2.73,"kwh","Sunday"
"7317",6,"PM",2014-01-18,3.816,"kwh","Saturday"
"7318",2,"AM",2014-12-14,0.327,"kwh","Sunday"
"7319",8,"PM",2014-12-21,1.94,"kwh","Sunday"
"7320",1,"PM",2014-07-16,0.826,"kwh","Wednesday"
"7321",5,"PM",2014-07-01,3.557,"kwh","Tuesday"
"7322",9,"PM",2014-10-04,0.226,"kwh","Saturday"
"7323",2,"PM",2014-06-30,0.734,"kwh","Monday"
"7324",5,"AM",2014-06-21,0.491,"kwh","Saturday"
"7325",6,"PM",2014-05-01,1.086,"kwh","Thursday"
"7326",9,"AM",2014-07-06,2.052,"kwh","Sunday"
"7327",11,"PM",2014-02-07,1.176,"kwh","Friday"
"7328",11,"AM",2014-05-19,0.34,"kwh","Monday"
"7329",11,"AM",2014-05-12,0.34,"kwh","Monday"
"7330",12,"PM",2014-02-18,0.576,"kwh","Tuesday"
"7331",10,"AM",2014-02-09,0.677,"kwh","Sunday"
"7332",4,"AM",2014-10-12,0.216,"kwh","Sunday"
"7333",5,"PM",2014-09-06,0.611,"kwh","Saturday"
"7334",2,"AM",2014-07-17,0.437,"kwh","Thursday"
"7335",6,"AM",2014-02-21,1.31,"kwh","Friday"
"7336",1,"AM",2014-03-23,0.286,"kwh","Sunday"
"7337",5,"PM",2014-12-24,1.516,"kwh","Wednesday"
"7338",11,"AM",2014-04-29,0.174,"kwh","Tuesday"
"7339",8,"AM",2014-11-09,0.62,"kwh","Sunday"
"7340",9,"PM",2014-01-06,1.008,"kwh","Monday"
"7341",4,"PM",2014-08-29,0.552,"kwh","Friday"
"7342",2,"AM",2014-05-26,0.134,"kwh","Monday"
"7343",8,"PM",2014-07-11,4.301,"kwh","Friday"
"7344",1,"PM",2014-08-01,0.494,"kwh","Friday"
"7345",4,"PM",2014-05-02,0.368,"kwh","Friday"
"7346",6,"PM",2014-05-26,1.344,"kwh","Monday"
"7347",4,"PM",2014-12-31,0.44,"kwh","Wednesday"
"7348",2,"PM",2014-08-02,0.979,"kwh","Saturday"
"7349",2,"PM",2014-02-19,0.394,"kwh","Wednesday"
"7350",9,"PM",2014-10-27,0.407,"kwh","Monday"
"7351",4,"PM",2014-06-11,0.756,"kwh","Wednesday"
"7352",2,"AM",2014-04-21,0.061,"kwh","Monday"
"7353",4,"AM",2014-12-24,0.209,"kwh","Wednesday"
"7354",1,"PM",2014-02-18,0.451,"kwh","Tuesday"
"7355",2,"AM",2014-01-20,0.376,"kwh","Monday"
"7356",8,"AM",2014-09-20,0.874,"kwh","Saturday"
"7357",6,"AM",2014-12-06,0.713,"kwh","Saturday"
"7358",5,"AM",2014-02-22,0.371,"kwh","Saturday"
"7359",12,"AM",2014-03-12,0.218,"kwh","Wednesday"
"7360",7,"PM",2014-08-24,2.052,"kwh","Sunday"
"7361",1,"AM",2014-07-14,0.576,"kwh","Monday"
"7362",5,"PM",2014-03-21,0.832,"kwh","Friday"
"7363",1,"PM",2014-08-18,0.408,"kwh","Monday"
"7364",7,"PM",2014-09-28,1.474,"kwh","Sunday"
"7365",1,"PM",2014-11-01,0.243,"kwh","Saturday"
"7366",5,"PM",2014-12-06,0.96,"kwh","Saturday"
"7367",7,"PM",2014-06-18,3.013,"kwh","Wednesday"
"7368",12,"AM",2014-08-14,0.392,"kwh","Thursday"
"7369",4,"AM",2014-04-22,0.062,"kwh","Tuesday"
"7370",12,"AM",2014-12-20,0.898,"kwh","Saturday"
"7371",8,"PM",2014-02-14,2.131,"kwh","Friday"
"7372",12,"PM",2014-05-08,0.34,"kwh","Thursday"
"7373",2,"PM",2014-11-10,0.189,"kwh","Monday"
"7374",11,"AM",2014-07-04,1.344,"kwh","Friday"
"7375",9,"PM",2014-09-08,0.496,"kwh","Monday"
"7376",3,"PM",2014-03-16,0.648,"kwh","Sunday"
"7377",2,"AM",2014-04-13,0.077,"kwh","Sunday"
"7378",12,"AM",2014-10-11,0.422,"kwh","Saturday"
"7379",4,"AM",2014-03-18,0.179,"kwh","Tuesday"
"7380",1,"PM",2014-01-25,1.404,"kwh","Saturday"
"7381",7,"PM",2014-11-09,0.956,"kwh","Sunday"
"7382",2,"AM",2014-04-01,0.052,"kwh","Tuesday"
"7383",1,"AM",2014-04-01,0.064,"kwh","Tuesday"
"7384",3,"AM",2014-11-19,0.09,"kwh","Wednesday"
"7385",3,"PM",2014-07-27,1.75,"kwh","Sunday"
"7386",1,"PM",2014-07-10,0.922,"kwh","Thursday"
"7387",6,"PM",2014-10-19,0.983,"kwh","Sunday"
"7388",5,"AM",2014-12-18,1.21,"kwh","Thursday"
"7389",4,"AM",2014-11-06,0.102,"kwh","Thursday"
"7390",11,"PM",2014-05-16,0.872,"kwh","Friday"
"7391",2,"PM",2014-05-03,0.723,"kwh","Saturday"
"7392",8,"PM",2014-04-07,0.422,"kwh","Monday"
"7393",12,"PM",2014-01-31,0.97,"kwh","Friday"
"7394",7,"AM",2014-10-12,0.706,"kwh","Sunday"
"7395",10,"AM",2014-05-28,0.291,"kwh","Wednesday"
"7396",8,"PM",2014-01-06,3.264,"kwh","Monday"
"7397",7,"AM",2014-02-26,1.296,"kwh","Wednesday"
"7398",3,"AM",2014-06-25,0.392,"kwh","Wednesday"
"7399",9,"PM",2014-05-17,0.384,"kwh","Saturday"
"7400",4,"PM",2014-01-16,0.832,"kwh","Thursday"
"7401",8,"PM",2014-12-05,2.042,"kwh","Friday"
"7402",9,"PM",2014-02-11,0.727,"kwh","Tuesday"
"7403",12,"AM",2014-09-15,0.248,"kwh","Monday"
"7404",10,"AM",2014-08-16,0.713,"kwh","Saturday"
"7405",1,"PM",2014-06-25,0.691,"kwh","Wednesday"
"7406",5,"PM",2014-08-05,1.326,"kwh","Tuesday"
"7407",1,"AM",2014-03-27,0.141,"kwh","Thursday"
"7408",4,"AM",2014-03-27,0.173,"kwh","Thursday"
"7409",7,"PM",2014-12-31,1.94,"kwh","Wednesday"
